row_number,lastname,player_id,ranking_date,frac
1,Kafelnikov,102338,1999-05-10,1.79
2,Kafelnikov,102338,1999-05-03,1.79
3,Kafelnikov,102338,1999-05-17,1.79
4,Kafelnikov,102338,1999-05-24,1.80
5,Kafelnikov,102338,1999-06-07,1.81
6,Kafelnikov,102338,1999-05-31,1.82
7,Sampras,101948,1999-03-08,1.82
8,Sampras,101948,1999-03-01,1.82
9,Moya,102845,1999-03-15,1.84
10,Sampras,101948,1999-04-26,1.86
11,Sampras,101948,1999-04-05,1.86
12,Sampras,101948,1999-03-29,1.86
13,Sampras,101948,1999-03-22,1.87
14,Sampras,101948,1999-04-12,1.87
15,Sampras,101948,1999-04-19,1.87
16,Sampras,101948,1999-06-21,1.88
17,Sampras,101948,1999-06-14,1.89
18,Sampras,101948,1998-04-27,1.89
19,Rios,102701,1998-03-30,1.91
20,Rios,102701,1998-04-20,1.91
21,Rios,102701,1998-04-06,1.91
22,Rios,102701,1998-04-13,1.91
23,Sampras,101948,1998-08-31,1.91
24,Sampras,101948,1999-02-15,1.93
25,Sampras,101948,1999-06-28,1.93
26,Sampras,101948,1998-02-23,1.94
27,Sampras,101948,1999-02-22,1.94
28,Rafter,102158,1999-07-26,1.94
29,Sampras,101948,1998-02-16,1.94
30,Sampras,101948,1998-08-24,1.94
31,Sampras,101948,1998-11-23,1.94
32,Agassi,101736,1999-07-19,1.95
33,Sampras,101948,1998-03-02,1.95
34,Agassi,101736,1999-07-05,1.95
35,Sampras,101948,1999-08-09,1.95
36,Sampras,101948,1998-11-16,1.95
37,Sampras,101948,1998-03-09,1.95
38,Agassi,101736,1999-07-12,1.95
39,Sampras,101948,1998-06-15,1.96
40,Sampras,101948,1998-06-22,1.97
41,Sampras,101948,1998-06-08,1.97
42,Sampras,101948,1998-05-04,1.97
43,Sampras,101948,1998-03-16,1.97
44,Sampras,101948,1998-05-11,1.98
45,Sampras,101948,1998-07-06,1.98
46,Rios,102701,1998-08-10,1.98
47,Sampras,101948,1999-02-01,1.99
48,Rios,102701,1998-08-17,1.99
49,Sampras,101948,1998-02-09,1.99
50,Sampras,101948,1998-07-13,1.99
51,Sampras,101948,1998-05-25,2.00
52,Sampras,101948,1999-08-02,2.00
53,Sampras,101948,1998-05-18,2.00
54,Sampras,101948,1998-02-02,2.01
55,Sampras,101948,1998-09-07,2.02
56,Sampras,101948,1998-07-20,2.03
57,Sampras,101948,1998-11-30,2.04
58,Sampras,101948,1999-01-04,2.04
59,Sampras,101948,1998-08-03,2.04
60,Sampras,101948,1998-06-29,2.04
61,Sampras,101948,1999-02-08,2.05
62,Sampras,101948,1999-01-11,2.05
63,Sampras,101948,1998-07-27,2.05
64,Sampras,101948,1998-12-07,2.05
65,Sampras,101948,1998-12-14,2.05
66,Sampras,101948,1999-08-16,2.06
67,Sampras,101948,1999-09-06,2.06
68,Sampras,101948,1999-01-18,2.06
69,Sampras,101948,1998-06-01,2.07
70,Sampras,101948,1998-03-23,2.07
71,Sampras,101948,1999-08-30,2.08
72,Sampras,101948,1999-08-23,2.08
73,Sampras,101948,1997-11-10,2.11
74,Sampras,101948,1998-09-21,2.11
75,Sampras,101948,1998-09-28,2.12
76,Sampras,101948,1998-12-28,2.12
77,Sampras,101948,1998-11-02,2.12
78,Sampras,101948,1998-09-14,2.13
79,Sampras,101948,1998-12-21,2.13
80,Sampras,101948,1998-10-12,2.13
81,Sampras,101948,1997-10-27,2.14
82,Sampras,101948,1999-01-25,2.14
83,Sampras,101948,1998-10-05,2.15
84,Agassi,101736,1999-10-25,2.21
85,Sampras,101948,2000-11-13,2.26
86,Sampras,101948,2000-11-06,2.26
87,Sampras,101948,1998-11-09,2.27
88,Sampras,101948,2000-10-16,2.28
89,Sampras,101948,2000-10-02,2.28
90,Sampras,101948,1998-10-19,2.28
91,Sampras,101948,2000-10-09,2.28
92,Sampras,101948,2000-10-30,2.29
93,Agassi,101736,1999-11-01,2.29
94,Sampras,101948,2000-10-23,2.29
95,Sampras,101948,2000-09-11,2.30
96,Sampras,101948,1997-10-20,2.30
97,Sampras,101948,1997-10-13,2.30
98,Sampras,101948,1998-10-26,2.30
99,Agassi,101736,1999-10-18,2.31
100,Sampras,101948,2000-09-25,2.31
101,Sampras,101948,1997-10-06,2.31
102,Agassi,101736,1999-10-11,2.31
103,Sampras,101948,2000-09-18,2.31
104,Sampras,101948,1996-08-12,2.32
105,Sampras,101948,1996-07-29,2.32
106,Agassi,101736,2000-08-21,2.32
107,Courier,101793,1992-11-16,2.32
108,Agassi,101736,2000-08-28,2.33
109,Sampras,101948,1996-09-02,2.33
110,Sampras,101948,1993-11-01,2.33
111,Agassi,101736,2000-09-04,2.33
112,Kuerten,102856,2001-11-05,2.34
113,Sampras,101948,1996-08-05,2.34
114,Kuerten,102856,2001-11-12,2.35
115,Agassi,101736,1999-09-27,2.36
116,Courier,101793,1993-03-01,2.36
117,Agassi,101736,1999-09-20,2.36
118,Courier,101793,1993-02-22,2.36
119,Sampras,101948,1996-11-18,2.36
120,Sampras,101948,1993-11-08,2.36
121,Agassi,101736,1999-09-13,2.37
122,Safin,103498,2000-11-27,2.37
123,Sampras,101948,1996-11-11,2.37
124,Agassi,101736,2000-08-14,2.38
125,Safin,103498,2000-11-20,2.38
126,Agassi,101736,1999-10-04,2.38
127,Sampras,101948,1996-11-04,2.39
128,Sampras,101948,1996-07-15,2.39
129,Sampras,101948,1997-12-15,2.39
130,Hewitt,103720,2002-11-04,2.39
131,Hewitt,103720,2002-11-11,2.39
132,Sampras,101948,1998-01-19,2.39
133,Sampras,101948,1996-08-26,2.39
134,Courier,101793,1993-02-08,2.40
135,Courier,101793,1992-11-02,2.40
136,Agassi,101736,2003-09-01,2.40
137,Agassi,101736,2003-08-25,2.40
138,Agassi,101736,2003-08-18,2.40
139,Sampras,101948,1996-07-08,2.40
140,Sampras,101948,1996-07-22,2.40
141,Sampras,101948,1998-01-12,2.41
142,Agassi,101736,2003-07-28,2.41
143,Courier,101793,1993-02-15,2.41
144,Sampras,101948,1997-12-08,2.41
145,Sampras,101948,1993-10-25,2.42
146,Sampras,101948,1996-08-19,2.42
147,Sampras,101948,1997-12-01,2.42
148,Courier,101793,1992-10-26,2.42
149,Courier,101793,1993-01-18,2.42
150,Sampras,101948,1997-11-17,2.43
151,Kuerten,102856,2001-07-09,2.43
152,Sampras,101948,1993-11-15,2.43
153,Sampras,101948,1997-11-24,2.43
154,Kuerten,102856,2001-07-16,2.43
155,Sampras,101948,1993-10-18,2.44
156,Courier,101793,1992-12-14,2.44
157,Sampras,101948,1997-11-03,2.44
158,Courier,101793,1992-11-09,2.44
159,Sampras,101948,1993-10-11,2.44
160,Sampras,101948,1993-04-12,2.44
161,Sampras,101948,1993-09-27,2.45
162,Courier,101793,1992-12-07,2.45
163,Agassi,101736,2003-06-30,2.45
164,Courier,101793,1993-01-11,2.45
165,Sampras,101948,1993-09-20,2.45
166,Agassi,101736,2003-06-23,2.45
167,Agassi,101736,2003-06-16,2.45
168,Edberg,101222,1992-04-06,2.45
169,Courier,101793,1992-12-21,2.45
170,Courier,101793,1992-11-23,2.45
171,Courier,101793,1993-02-01,2.46
172,Sampras,101948,1997-09-08,2.46
173,Courier,101793,1992-11-30,2.46
174,Sampras,101948,1993-10-04,2.46
175,Hewitt,103720,2002-02-11,2.46
176,Sampras,101948,1997-09-15,2.46
177,Sampras,101948,1998-01-26,2.46
178,Agassi,101736,2003-08-04,2.46
179,Sampras,101948,1997-09-22,2.46
180,Edberg,101222,1992-03-23,2.46
181,Agassi,101736,2000-08-07,2.47
182,Sampras,101948,1993-09-13,2.47
183,Edberg,101222,1992-09-14,2.47
184,Hewitt,103720,2002-01-28,2.47
185,Hewitt,103720,2002-02-04,2.47
186,Hewitt,103720,2002-02-18,2.47
187,Sampras,101948,1998-01-05,2.47
188,Agassi,101736,2003-08-11,2.47
189,Sampras,101948,1997-12-29,2.47
190,Sampras,101948,1997-12-22,2.47
191,Kuerten,102856,2001-06-11,2.48
192,Sampras,101948,1993-05-24,2.48
193,Edberg,101222,1992-09-21,2.48
194,Sampras,101948,1993-05-03,2.48
195,Sampras,101948,1993-06-21,2.48
196,Sampras,101948,1993-05-10,2.48
197,Kuerten,102856,2001-07-02,2.48
198,Kuerten,102856,2001-06-18,2.48
199,Kuerten,102856,2001-06-25,2.48
200,Hewitt,103720,2002-02-25,2.48
201,Courier,101793,1993-03-22,2.48
202,Sampras,101948,1993-04-26,2.48
203,Sampras,101948,1996-09-23,2.49
204,Agassi,101736,1999-11-08,2.49
205,Sampras,101948,1996-09-09,2.49
206,Sampras,101948,1993-06-14,2.49
207,Sampras,101948,1993-06-07,2.49
208,Sampras,101948,1993-04-19,2.49
209,Kuerten,102856,2001-05-21,2.49
210,Kuerten,102856,2001-05-28,2.49
211,Sampras,101948,1993-05-17,2.49
212,Muster,101404,1996-04-08,2.49
213,Courier,101793,1993-08-30,2.50
214,Sampras,101948,1996-09-16,2.50
215,Courier,101793,1992-10-19,2.50
216,Kuerten,102856,2001-06-04,2.50
217,Courier,101793,1993-04-05,2.50
218,Sampras,101948,1993-08-16,2.50
219,Hewitt,103720,2002-01-21,2.51
220,Agassi,101736,1999-11-15,2.51
221,Agassi,101736,1999-11-22,2.51
222,Agassi,101736,2003-07-21,2.51
223,Hewitt,103720,2002-01-14,2.51
224,Sampras,101948,1994-01-10,2.51
225,Courier,101793,1993-08-23,2.51
226,Sampras,101948,1993-12-20,2.52
227,Ferrero,103507,2003-10-06,2.52
228,Kuerten,102856,2001-01-22,2.52
229,Kuerten,102856,2001-01-01,2.52
230,Kuerten,102856,2001-01-15,2.52
231,Agassi,101736,2003-07-07,2.52
232,Kuerten,102856,2000-12-11,2.52
233,Kuerten,102856,2000-12-18,2.52
234,Ferrero,103507,2003-10-13,2.52
235,Kuerten,102856,2000-12-04,2.52
236,Agassi,101736,2003-07-14,2.52
237,Kuerten,102856,2001-01-08,2.52
238,Sampras,101948,1993-12-13,2.52
239,Kuerten,102856,2000-12-25,2.52
240,Sampras,101948,1994-01-17,2.53
241,Sampras,101948,1993-12-06,2.53
242,Ferrero,103507,2003-09-29,2.53
243,Sampras,101948,1996-04-15,2.53
244,Muster,101404,1996-03-18,2.53
245,Edberg,101222,1992-09-28,2.53
246,Hewitt,103720,2002-03-11,2.53
247,Edberg,101222,1992-01-13,2.54
248,Safin,103498,2001-02-05,2.54
249,Courier,101793,1992-10-05,2.54
250,Sampras,101948,1996-10-21,2.54
251,Sampras,101948,1995-03-06,2.54
252,Courier,101793,1992-10-12,2.54
253,Edberg,101222,1992-01-06,2.54
254,Courier,101793,1992-04-13,2.54
255,Sampras,101948,1993-11-29,2.54
256,Sampras,101948,1997-06-09,2.55
257,Edberg,101222,1991-12-02,2.55
258,Hewitt,103720,2002-07-01,2.55
259,Edberg,101222,1991-12-23,2.55
260,Kuerten,102856,2001-07-23,2.55
261,Muster,101404,1996-04-01,2.55
262,Agassi,101736,2000-07-31,2.55
263,Courier,101793,1992-08-17,2.55
264,Hewitt,103720,2002-06-24,2.55
265,Sampras,101948,1993-11-22,2.55
266,Agassi,101736,1996-02-05,2.55
267,Edberg,101222,1991-11-25,2.56
268,Sampras,101948,1996-05-13,2.56
269,Safin,103498,2001-01-29,2.56
270,Safin,103498,2001-04-02,2.56
271,Safin,103498,2001-04-09,2.56
272,Hewitt,103720,2003-06-09,2.56
273,Kuerten,102856,2001-07-30,2.56
274,Muster,101404,1996-02-12,2.57
275,Courier,101793,1992-08-31,2.57
276,Courier,101793,1993-03-08,2.57
277,Hewitt,103720,2002-03-04,2.57
278,Safin,103498,2001-02-12,2.57
279,Sampras,101948,1996-05-27,2.57
280,Agassi,101736,1995-04-10,2.57
281,Safin,103498,2001-04-16,2.57
282,Agassi,101736,1996-01-29,2.57
283,Edberg,101222,1991-11-18,2.57
284,Sampras,101948,1996-05-20,2.57
285,Sampras,101948,1996-10-07,2.57
286,Muster,101404,1996-03-11,2.58
287,Sampras,101948,1996-09-30,2.58
288,Ferrero,103507,2003-09-08,2.58
289,Sampras,101948,1997-06-16,2.58
290,Ferrero,103507,2003-09-22,2.58
291,Sampras,101948,1996-10-14,2.58
292,Hewitt,103720,2001-11-19,2.58
293,Safin,103498,2001-02-19,2.58
294,Kuerten,102856,2001-08-06,2.58
295,Hewitt,103720,2001-12-10,2.59
296,Hewitt,103720,2001-12-03,2.59
297,Sampras,101948,1997-06-23,2.59
298,Hewitt,103720,2002-01-07,2.59
299,Courier,101793,1992-03-09,2.59
300,Hewitt,103720,2001-12-24,2.59
301,Hewitt,103720,2001-12-17,2.59
302,Hewitt,103720,2001-12-31,2.59
303,Courier,101793,1992-05-04,2.60
304,Hewitt,103720,2002-10-21,2.60
305,Hewitt,103720,2001-11-26,2.60
306,Sampras,101948,1996-05-06,2.60
307,Ferrero,103507,2003-09-15,2.60
308,Courier,101793,1992-08-24,2.60
309,Courier,101793,1992-05-11,2.60
310,Hewitt,103720,2002-10-28,2.61
311,Courier,101793,1992-04-27,2.61
312,Courier,101793,1992-04-20,2.61
313,Kuerten,102856,2001-02-26,2.61
314,Sampras,101948,1996-04-29,2.61
315,Agassi,101736,2000-07-24,2.62
316,Hewitt,103720,2003-06-02,2.62
317,Sampras,101948,1996-10-28,2.62
318,Hewitt,103720,2003-05-19,2.62
319,Hewitt,103720,2003-05-26,2.62
320,Sampras,101948,1996-02-19,2.62
321,Sampras,101948,1995-04-03,2.62
322,Sampras,101948,1996-12-23,2.62
323,Sampras,101948,1996-12-30,2.62
324,Sampras,101948,1997-01-20,2.63
325,Courier,101793,1992-08-10,2.63
326,Agassi,101736,2000-07-17,2.63
327,Hewitt,103720,2002-06-17,2.63
328,Hewitt,103720,2002-06-10,2.63
329,Sampras,101948,1996-04-22,2.63
330,Sampras,101948,1997-01-13,2.64
331,Sampras,101948,1997-01-06,2.64
332,Roddick,104053,2003-11-10,2.64
333,Hewitt,103720,2003-05-12,2.64
334,Roddick,104053,2003-11-03,2.64
335,Sampras,101948,1996-12-09,2.64
336,Sampras,101948,1996-12-16,2.64
337,Sampras,101948,1994-11-14,2.64
338,Sampras,101948,1993-08-09,2.65
339,Sampras,101948,1996-12-02,2.65
340,Kuerten,102856,2001-03-12,2.65
341,Edberg,101222,1992-01-27,2.65
342,Sampras,101948,1997-06-30,2.65
343,Sampras,101948,1996-11-25,2.65
344,Kuerten,102856,2001-03-05,2.66
345,Lendl,100656,1990-07-30,2.66
346,Sampras,101948,1995-03-27,2.66
347,Courier,101793,1992-07-27,2.67
348,Agassi,101736,2000-07-10,2.67
349,Agassi,101736,1995-04-17,2.67
350,Agassi,101736,1995-04-24,2.68
351,Hewitt,103720,2002-05-27,2.68
352,Sampras,101948,1993-08-02,2.68
353,Hewitt,103720,2002-06-03,2.68
354,Lendl,100656,1990-08-06,2.68
355,Kuerten,102856,2001-03-19,2.68
356,Lendl,100656,1990-07-23,2.68
357,Agassi,101736,1995-05-01,2.68
358,Hewitt,103720,2002-04-15,2.68
359,Kuerten,102856,2001-03-26,2.68
360,Agassi,101736,2000-01-10,2.69
361,Hewitt,103720,2002-04-01,2.69
362,Kuerten,102856,2001-09-03,2.69
363,Sampras,101948,1993-07-12,2.69
364,Sampras,101948,1995-01-30,2.69
365,Kuerten,102856,2001-08-27,2.69
366,Hewitt,103720,2002-05-20,2.69
367,Kuerten,102856,2001-08-20,2.69
368,Kuerten,102856,2001-10-29,2.69
369,Hewitt,103720,2002-04-08,2.69
370,Courier,101793,1992-08-03,2.69
371,Hewitt,103720,2002-04-22,2.69
372,Sampras,101948,1993-07-05,2.69
373,Edberg,101222,1991-11-11,2.69
374,Edberg,101222,1990-08-20,2.69
375,Agassi,101736,1999-12-13,2.70
376,Lendl,100656,1990-06-11,2.70
377,Hewitt,103720,2002-03-18,2.70
378,Courier,101793,1992-02-10,2.70
379,Agassi,101736,2000-01-24,2.70
380,Hewitt,103720,2002-03-25,2.70
381,Sampras,101948,1996-06-24,2.70
382,Agassi,101736,2000-01-17,2.70
383,Edberg,101222,1991-11-04,2.70
384,Agassi,101736,1999-12-06,2.70
385,Sampras,101948,1996-06-17,2.70
386,Sampras,101948,1993-07-19,2.71
387,Kuerten,102856,2001-10-22,2.71
388,Sampras,101948,1994-10-24,2.71
389,Sampras,101948,1993-07-26,2.71
390,Agassi,101736,2000-07-03,2.72
391,Roddick,104053,2003-12-22,2.72
392,Roddick,104053,2004-01-05,2.72
393,Agassi,101736,2000-06-26,2.72
394,Agassi,101736,1995-05-29,2.72
395,Roddick,104053,2004-01-26,2.72
396,Roddick,104053,2003-12-15,2.72
397,Agassi,101736,1999-11-29,2.72
398,Sampras,101948,1995-03-13,2.72
399,Agassi,101736,2003-05-05,2.72
400,Ferrero,103507,2003-10-27,2.72
401,Agassi,101736,2003-04-28,2.72
402,Sampras,101948,1995-02-06,2.72
403,Roddick,104053,2003-12-29,2.72
404,Roddick,104053,2004-01-19,2.72
405,Courier,101793,1992-07-06,2.73
406,Hewitt,103720,2002-10-07,2.73
407,Hewitt,103720,2003-04-21,2.73
408,Edberg,101222,1990-09-17,2.73
409,Lendl,100656,1990-06-25,2.73
410,Hewitt,103720,2003-03-31,2.73
411,Courier,101793,1992-07-20,2.73
412,Roddick,104053,2003-12-01,2.73
413,Roddick,104053,2003-12-08,2.73
414,Roddick,104053,2003-11-24,2.73
415,Courier,101793,1992-07-13,2.73
416,Roddick,104053,2003-11-17,2.73
417,Edberg,101222,1990-10-01,2.73
418,Hewitt,103720,2002-05-13,2.74
419,Ferrero,103507,2003-10-20,2.74
420,Agassi,101736,1995-05-22,2.74
421,Hewitt,103720,2002-10-14,2.74
422,Hewitt,103720,2003-04-14,2.74
423,Becker,101414,1991-08-05,2.74
424,Edberg,101222,1990-09-24,2.74
425,Roddick,104053,2004-01-12,2.74
426,Sampras,101948,1995-02-13,2.74
427,Hewitt,103720,2003-04-07,2.74
428,Kuerten,102856,2001-08-13,2.75
429,Lendl,100656,1990-07-16,2.75
430,Courier,101793,1992-06-22,2.75
431,Lendl,100656,1990-05-21,2.75
432,Sampras,101948,1995-12-04,2.75
433,Lendl,100656,1990-05-28,2.75
434,Hewitt,103720,2002-04-29,2.76
435,Lendl,100656,1990-06-18,2.76
436,Becker,101414,1991-07-29,2.76
437,Hewitt,103720,2002-05-06,2.76
438,Sampras,101948,1996-06-10,2.76
439,Lendl,100656,1990-07-09,2.76
440,Edberg,101222,1990-09-10,2.76
441,Agassi,101736,1995-06-26,2.76
